"","x","y","STR","Date"
"234",456965,6527155,7.13457775115967,2018-08-23
"235",456975,6527155,7.13457775115967,2018-08-23
"236",456985,6527155,7.40505933761597,2018-08-23
"237",456995,6527155,7.40505933761597,2018-08-23
"238",457005,6527155,7.62016487121582,2018-08-23
"239",457015,6527155,7.62016487121582,2018-08-23
"240",457025,6527155,7.29471302032471,2018-08-23
"241",457035,6527155,7.29471302032471,2018-08-23
"242",457045,6527155,7.56172323226929,2018-08-23
"243",457055,6527155,7.56172323226929,2018-08-23
"244",457065,6527155,7.46135282516479,2018-08-23
"245",457075,6527155,7.46135282516479,2018-08-23
"371",456935,6527145,7.29471302032471,2018-08-23
"372",456945,6527145,7.03125,2018-08-23
"373",456955,6527145,7.03125,2018-08-23
"374",456965,6527145,7.13457775115967,2018-08-23
"375",456975,6527145,7.13457775115967,2018-08-23
"376",456985,6527145,7.40505933761597,2018-08-23
"377",456995,6527145,7.40505933761597,2018-08-23
"378",457005,6527145,7.62016487121582,2018-08-23
"379",457015,6527145,7.62016487121582,2018-08-23
"380",457025,6527145,7.29471302032471,2018-08-23
"381",457035,6527145,7.29471302032471,2018-08-23
"382",457045,6527145,7.56172323226929,2018-08-23
"383",457055,6527145,7.56172323226929,2018-08-23
"384",457065,6527145,7.46135282516479,2018-08-23
"385",457075,6527145,7.46135282516479,2018-08-23
"386",457085,6527145,6.77223825454712,2018-08-23
"387",457095,6527145,6.77223825454712,2018-08-23
"388",457105,6527145,6.41937446594238,2018-08-23
"508",456905,6527135,7.64968967437744,2018-08-23
"509",456915,6527135,7.64968967437744,2018-08-23
"510",456925,6527135,7.40505933761597,2018-08-23
"511",456935,6527135,7.40505933761597,2018-08-23
"512",456945,6527135,6.91813516616821,2018-08-23
"513",456955,6527135,6.91813516616821,2018-08-23
"514",456965,6527135,7.17402267456055,2018-08-23
"515",456975,6527135,7.17402267456055,2018-08-23
"516",456985,6527135,7.09551620483398,2018-08-23
"517",456995,6527135,7.09551620483398,2018-08-23
"518",457005,6527135,7.13457775115967,2018-08-23
"519",457015,6527135,7.13457775115967,2018-08-23
"520",457025,6527135,6.85667610168457,2018-08-23
"521",457035,6527135,6.85667610168457,2018-08-23
"522",457045,6527135,6.29134464263916,2018-08-23
"523",457055,6527135,6.29134464263916,2018-08-23
"524",457065,6527135,5.73079061508179,2018-08-23
"525",457075,6527135,5.73079061508179,2018-08-23
"526",457085,6527135,5.73971271514893,2018-08-23
"527",457095,6527135,5.73971271514893,2018-08-23
"528",457105,6527135,5.99968814849854,2018-08-23
"529",457115,6527135,5.99968814849854,2018-08-23
"530",457125,6527135,6.15760660171509,2018-08-23
"647",456895,6527125,7.81579637527466,2018-08-23
"648",456905,6527125,7.64968967437744,2018-08-23
"649",456915,6527125,7.64968967437744,2018-08-23
"650",456925,6527125,7.40505933761597,2018-08-23
"651",456935,6527125,7.40505933761597,2018-08-23
"652",456945,6527125,6.91813516616821,2018-08-23
"653",456955,6527125,6.91813516616821,2018-08-23
"654",456965,6527125,7.17402267456055,2018-08-23
"655",456975,6527125,7.17402267456055,2018-08-23
"656",456985,6527125,7.09551620483398,2018-08-23
"657",456995,6527125,7.09551620483398,2018-08-23
"658",457005,6527125,7.13457775115967,2018-08-23
"659",457015,6527125,7.13457775115967,2018-08-23
"660",457025,6527125,6.85667610168457,2018-08-23
"661",457035,6527125,6.85667610168457,2018-08-23
"662",457045,6527125,6.29134464263916,2018-08-23
"663",457055,6527125,6.29134464263916,2018-08-23
"664",457065,6527125,5.73079061508179,2018-08-23
"665",457075,6527125,5.73079061508179,2018-08-23
"666",457085,6527125,5.73971271514893,2018-08-23
"667",457095,6527125,5.73971271514893,2018-08-23
"668",457105,6527125,5.99968814849854,2018-08-23
"669",457115,6527125,5.99968814849854,2018-08-23
"670",457125,6527125,6.15760660171509,2018-08-23
"671",457135,6527125,6.15760660171509,2018-08-23
"672",457145,6527125,6.47407627105713,2018-08-23
"785",456875,6527115,7.46135282516479,2018-08-23
"786",456885,6527115,7.12151479721069,2018-08-23
"787",456895,6527115,7.12151479721069,2018-08-23
"788",456905,6527115,7.14768314361572,2018-08-23
"789",456915,6527115,7.14768314361572,2018-08-23
"790",456925,6527115,6.88114404678345,2018-08-23
"791",456935,6527115,6.88114404678345,2018-08-23
"792",456945,6527115,6.67796039581299,2018-08-23
"793",456955,6527115,6.67796039581299,2018-08-23
"794",456965,6527115,6.44115734100342,2018-08-23
"795",456975,6527115,6.44115734100342,2018-08-23
"796",456985,6527115,6.54080724716187,2018-08-23
"797",456995,6527115,6.54080724716187,2018-08-23
"798",457005,6527115,6.90576553344727,2018-08-23
"799",457015,6527115,6.90576553344727,2018-08-23
"800",457025,6527115,5.87649536132812,2018-08-23
"801",457035,6527115,5.87649536132812,2018-08-23
"802",457045,6527115,5.16080141067505,2018-08-23
"803",457055,6527115,5.16080141067505,2018-08-23
"804",457065,6527115,5.13118410110474,2018-08-23
"805",457075,6527115,5.13118410110474,2018-08-23
"806",457085,6527115,5.10185575485229,2018-08-23
"807",457095,6527115,5.10185575485229,2018-08-23
"808",457105,6527115,5.25910568237305,2018-08-23
"809",457115,6527115,5.25910568237305,2018-08-23
"810",457125,6527115,5.36066246032715,2018-08-23
"811",457135,6527115,5.36066246032715,2018-08-23
"812",457145,6527115,5.76662540435791,2018-08-23
"813",457155,6527115,5.76662540435791,2018-08-23
"814",457165,6527115,6.34414100646973,2018-08-23
"923",456855,6527105,7.92489671707153,2018-08-23
"924",456865,6527105,7.46135282516479,2018-08-23
"925",456875,6527105,7.46135282516479,2018-08-23
"926",456885,6527105,7.12151479721069,2018-08-23
"927",456895,6527105,7.12151479721069,2018-08-23
"928",456905,6527105,7.14768314361572,2018-08-23
"929",456915,6527105,7.14768314361572,2018-08-23
"930",456925,6527105,6.88114404678345,2018-08-23
"931",456935,6527105,6.88114404678345,2018-08-23
"932",456945,6527105,6.67796039581299,2018-08-23
"933",456955,6527105,6.67796039581299,2018-08-23
"934",456965,6527105,6.44115734100342,2018-08-23
"935",456975,6527105,6.44115734100342,2018-08-23
"936",456985,6527105,6.54080724716187,2018-08-23
"937",456995,6527105,6.54080724716187,2018-08-23
"938",457005,6527105,6.90576553344727,2018-08-23
"939",457015,6527105,6.90576553344727,2018-08-23
"940",457025,6527105,5.87649536132812,2018-08-23
"941",457035,6527105,5.87649536132812,2018-08-23
"942",457045,6527105,5.16080141067505,2018-08-23
"943",457055,6527105,5.16080141067505,2018-08-23
"944",457065,6527105,5.13118410110474,2018-08-23
"945",457075,6527105,5.13118410110474,2018-08-23
"946",457085,6527105,5.10185575485229,2018-08-23
"947",457095,6527105,5.10185575485229,2018-08-23
"948",457105,6527105,5.25910568237305,2018-08-23
"949",457115,6527105,5.25910568237305,2018-08-23
"950",457125,6527105,5.36066246032715,2018-08-23
"951",457135,6527105,5.36066246032715,2018-08-23
"952",457145,6527105,5.76662540435791,2018-08-23
"953",457155,6527105,5.76662540435791,2018-08-23
"954",457165,6527105,6.34414100646973,2018-08-23
"955",457175,6527105,6.34414100646973,2018-08-23
"1062",456845,6527095,6.60875749588013,2018-08-23
"1063",456855,6527095,6.60875749588013,2018-08-23
"1064",456865,6527095,6.15760660171509,2018-08-23
"1065",456875,6527095,6.15760660171509,2018-08-23
"1066",456885,6527095,6.03850078582764,2018-08-23
"1067",456895,6527095,6.03850078582764,2018-08-23
"1068",456905,6527095,6.12744855880737,2018-08-23
"1069",456915,6527095,6.12744855880737,2018-08-23
"1070",456925,6527095,5.67775630950928,2018-08-23
"1071",456935,6527095,5.67775630950928,2018-08-23
"1072",456945,6527095,5.3369288444519,2018-08-23
"1073",456955,6527095,5.3369288444519,2018-08-23
"1074",456965,6527095,5.25143003463745,2018-08-23
"1075",456975,6527095,5.25143003463745,2018-08-23
"1076",456985,6527095,5.83947086334229,2018-08-23
"1077",456995,6527095,5.83947086334229,2018-08-23
"1078",457005,6527095,6.35479402542114,2018-08-23
"1079",457015,6527095,6.35479402542114,2018-08-23
"1080",457025,6527095,5.54881620407104,2018-08-23
"1081",457035,6527095,5.54881620407104,2018-08-23
"1082",457045,6527095,4.81697225570679,2018-08-23
"1083",457055,6527095,4.81697225570679,2018-08-23
"1084",457065,6527095,4.73866081237793,2018-08-23
"1085",457075,6527095,4.73866081237793,2018-08-23
"1086",457085,6527095,4.77754497528076,2018-08-23
"1087",457095,6527095,4.77754497528076,2018-08-23
"1088",457105,6527095,4.91799068450928,2018-08-23
"1089",457115,6527095,4.91799068450928,2018-08-23
"1090",457125,6527095,4.7840781211853,2018-08-23
"1091",457135,6527095,4.7840781211853,2018-08-23
"1092",457145,6527095,5.19823503494263,2018-08-23
"1093",457155,6527095,5.19823503494263,2018-08-23
"1094",457165,6527095,5.7218918800354,2018-08-23
"1095",457175,6527095,5.7218918800354,2018-08-23
"1096",457185,6527095,5.76662540435791,2018-08-23
"1097",457195,6527095,5.76662540435791,2018-08-23
"1194",456765,6527085,7.03125,2018-08-23
"1195",456775,6527085,7.03125,2018-08-23
"1196",456785,6527085,7.25408411026001,2018-08-23
"1197",456795,6527085,7.25408411026001,2018-08-23
"1198",456805,6527085,7.13457775115967,2018-08-23
"1199",456815,6527085,7.13457775115967,2018-08-23
"1200",456825,6527085,6.59734630584717,2018-08-23
"1201",456835,6527085,6.59734630584717,2018-08-23
"1202",456845,6527085,6.60875749588013,2018-08-23
"1203",456855,6527085,6.60875749588013,2018-08-23
"1204",456865,6527085,6.15760660171509,2018-08-23
