"","x","y","STR","Date"
"234",456965,6527155,5.87649536132812,2018-05-30
"235",456975,6527155,5.87649536132812,2018-05-30
"236",456985,6527155,5.86720085144043,2018-05-30
"237",456995,6527155,5.86720085144043,2018-05-30
"238",457005,6527155,5.82111024856567,2018-05-30
"239",457015,6527155,5.82111024856567,2018-05-30
"240",457025,6527155,5.9139289855957,2018-05-30
"241",457035,6527155,5.9139289855957,2018-05-30
"242",457045,6527155,6.04827260971069,2018-05-30
"243",457055,6527155,6.04827260971069,2018-05-30
"244",457065,6527155,6.11745262145996,2018-05-30
"245",457075,6527155,6.11745262145996,2018-05-30
"371",456935,6527145,6.11745262145996,2018-05-30
"372",456945,6527145,5.71301746368408,2018-05-30
"373",456955,6527145,5.71301746368408,2018-05-30
"374",456965,6527145,5.87649536132812,2018-05-30
"375",456975,6527145,5.87649536132812,2018-05-30
"376",456985,6527145,5.86720085144043,2018-05-30
"377",456995,6527145,5.86720085144043,2018-05-30
"378",457005,6527145,5.82111024856567,2018-05-30
"379",457015,6527145,5.82111024856567,2018-05-30
"380",457025,6527145,5.9139289855957,2018-05-30
"381",457035,6527145,5.9139289855957,2018-05-30
"382",457045,6527145,6.04827260971069,2018-05-30
"383",457055,6527145,6.04827260971069,2018-05-30
"384",457065,6527145,6.11745262145996,2018-05-30
"385",457075,6527145,6.11745262145996,2018-05-30
"386",457085,6527145,5.81196784973145,2018-05-30
"387",457095,6527145,5.81196784973145,2018-05-30
"388",457105,6527145,5.56571531295776,2018-05-30
"508",456905,6527135,6.09754705429077,2018-05-30
"509",456915,6527135,6.09754705429077,2018-05-30
"510",456925,6527135,6.00935077667236,2018-05-30
"511",456935,6527135,6.00935077667236,2018-05-30
"512",456945,6527135,5.84868907928467,2018-05-30
"513",456955,6527135,5.84868907928467,2018-05-30
"514",456965,6527135,5.80284976959229,2018-05-30
"515",456975,6527135,5.80284976959229,2018-05-30
"516",456985,6527135,5.87649536132812,2018-05-30
"517",456995,6527135,5.87649536132812,2018-05-30
"518",457005,6527135,5.82111024856567,2018-05-30
"519",457015,6527135,5.82111024856567,2018-05-30
"520",457025,6527135,5.48209857940674,2018-05-30
"521",457035,6527135,5.48209857940674,2018-05-30
"522",457045,6527135,5.25910568237305,2018-05-30
"523",457055,6527135,5.25910568237305,2018-05-30
"524",457065,6527135,4.92485284805298,2018-05-30
"525",457075,6527135,4.92485284805298,2018-05-30
"526",457085,6527135,4.55802917480469,2018-05-30
"527",457095,6527135,4.55802917480469,2018-05-30
"528",457105,6527135,4.71941900253296,2018-05-30
"529",457115,6527135,4.71941900253296,2018-05-30
"530",457125,6527135,4.89070320129395,2018-05-30
"647",456895,6527125,6.01904058456421,2018-05-30
"648",456905,6527125,6.09754705429077,2018-05-30
"649",456915,6527125,6.09754705429077,2018-05-30
"650",456925,6527125,6.00935077667236,2018-05-30
"651",456935,6527125,6.00935077667236,2018-05-30
"652",456945,6527125,5.84868907928467,2018-05-30
"653",456955,6527125,5.84868907928467,2018-05-30
"654",456965,6527125,5.80284976959229,2018-05-30
"655",456975,6527125,5.80284976959229,2018-05-30
"656",456985,6527125,5.87649536132812,2018-05-30
"657",456995,6527125,5.87649536132812,2018-05-30
"658",457005,6527125,5.82111024856567,2018-05-30
"659",457015,6527125,5.82111024856567,2018-05-30
"660",457025,6527125,5.48209857940674,2018-05-30
"661",457035,6527125,5.48209857940674,2018-05-30
"662",457045,6527125,5.25910568237305,2018-05-30
