"","x","y","NDVI","Date"
"234",456965,6527155,0.662809908390045,2018-05-20
"235",456975,6527155,0.657841145992279,2018-05-20
"236",456985,6527155,0.663621246814728,2018-05-20
"237",456995,6527155,0.659719288349152,2018-05-20
"238",457005,6527155,0.650766611099243,2018-05-20
"239",457015,6527155,0.650890171527863,2018-05-20
"240",457025,6527155,0.64391952753067,2018-05-20
"241",457035,6527155,0.660988092422485,2018-05-20
"242",457045,6527155,0.65942656993866,2018-05-20
"243",457055,6527155,0.666515231132507,2018-05-20
"244",457065,6527155,0.666666686534882,2018-05-20
"245",457075,6527155,0.683325529098511,2018-05-20
"371",456935,6527145,0.673234820365906,2018-05-20
"372",456945,6527145,0.681929707527161,2018-05-20
"373",456955,6527145,0.688765406608582,2018-05-20
"374",456965,6527145,0.670981228351593,2018-05-20
"375",456975,6527145,0.676507294178009,2018-05-20
"376",456985,6527145,0.653253436088562,2018-05-20
"377",456995,6527145,0.651912331581116,2018-05-20
"378",457005,6527145,0.638461530208588,2018-05-20
"379",457015,6527145,0.664013385772705,2018-05-20
"380",457025,6527145,0.652618110179901,2018-05-20
"381",457035,6527145,0.653994023799896,2018-05-20
"382",457045,6527145,0.660152912139893,2018-05-20
"383",457055,6527145,0.677165329456329,2018-05-20
"384",457065,6527145,0.715368449687958,2018-05-20
"385",457075,6527145,0.719071209430695,2018-05-20
"386",457085,6527145,0.710114717483521,2018-05-20
"387",457095,6527145,0.717506170272827,2018-05-20
"388",457105,6527145,0.716974318027496,2018-05-20
"508",456905,6527135,0.672865569591522,2018-05-20
"509",456915,6527135,0.675812602043152,2018-05-20
"510",456925,6527135,0.665943622589111,2018-05-20
"511",456935,6527135,0.680960536003113,2018-05-20
"512",456945,6527135,0.673566877841949,2018-05-20
"513",456955,6527135,0.671199023723602,2018-05-20
"514",456965,6527135,0.653683304786682,2018-05-20
"515",456975,6527135,0.682957947254181,2018-05-20
"516",456985,6527135,0.662284314632416,2018-05-20
"517",456995,6527135,0.665169477462769,2018-05-20
"518",457005,6527135,0.65593296289444,2018-05-20
"519",457015,6527135,0.666088461875916,2018-05-20
"520",457025,6527135,0.659239828586578,2018-05-20
"521",457035,6527135,0.658188283443451,2018-05-20
"522",457045,6527135,0.655291557312012,2018-05-20
"523",457055,6527135,0.678714871406555,2018-05-20
"524",457065,6527135,0.70854640007019,2018-05-20
"525",457075,6527135,0.705320596694946,2018-05-20
"526",457085,6527135,0.686371684074402,2018-05-20
"527",457095,6527135,0.668528854846954,2018-05-20
"528",457105,6527135,0.660525262355804,2018-05-20
"529",457115,6527135,0.678701817989349,2018-05-20
"530",457125,6527135,0.673597514629364,2018-05-20
"647",456895,6527125,0.649466216564178,2018-05-20
"648",456905,6527125,0.666666686534882,2018-05-20
