"","x","y","NDVI","Date"
"234",456965,6527155,0.667284190654755,2018-06-11
"235",456975,6527155,0.668656706809998,2018-06-11
"236",456985,6527155,0.669120490550995,2018-06-11
"237",456995,6527155,0.643362164497375,2018-06-11
"238",457005,6527155,0.639711797237396,2018-06-11
"239",457015,6527155,0.655448734760284,2018-06-11
"240",457025,6527155,0.667965710163116,2018-06-11
"241",457035,6527155,0.680826663970947,2018-06-11
"242",457045,6527155,0.663065254688263,2018-06-11
"243",457055,6527155,0.66528582572937,2018-06-11
"244",457065,6527155,0.685534596443176,2018-06-11
"245",457075,6527155,0.684729039669037,2018-06-11
"371",456935,6527145,0.683175802230835,2018-06-11
"372",456945,6527145,0.700546443462372,2018-06-11
"373",456955,6527145,0.683976233005524,2018-06-11
"374",456965,6527145,0.690337598323822,2018-06-11
"375",456975,6527145,0.661562025547028,2018-06-11
"376",456985,6527145,0.66731595993042,2018-06-11
"377",456995,6527145,0.654531359672546,2018-06-11
"378",457005,6527145,0.66028892993927,2018-06-11
"379",457015,6527145,0.668491005897522,2018-06-11
"380",457025,6527145,0.663273274898529,2018-06-11
"381",457035,6527145,0.668615996837616,2018-06-11
"382",457045,6527145,0.667192399501801,2018-06-11
"383",457055,6527145,0.691242337226868,2018-06-11
"384",457065,6527145,0.716063797473907,2018-06-11
"385",457075,6527145,0.745879113674164,2018-06-11
"386",457085,6527145,0.740537047386169,2018-06-11
"387",457095,6527145,0.752416610717773,2018-06-11
"388",457105,6527145,0.737173140048981,2018-06-11
"508",456905,6527135,0.696060061454773,2018-06-11
"509",456915,6527135,0.678693532943726,2018-06-11
"510",456925,6527135,0.688073396682739,2018-06-11
"511",456935,6527135,0.693269610404968,2018-06-11
"512",456945,6527135,0.691218137741089,2018-06-11
"513",456955,6527135,0.675755321979523,2018-06-11
"514",456965,6527135,0.678843200206757,2018-06-11
"515",456975,6527135,0.661835730075836,2018-06-11
"516",456985,6527135,0.677371740341187,2018-06-11
"517",456995,6527135,0.663565874099731,2018-06-11
"518",457005,6527135,0.669441163539886,2018-06-11
"519",457015,6527135,0.656851172447205,2018-06-11
"520",457025,6527135,0.655828714370728,2018-06-11
