"","x","y","STR","Date"
"234",456965,6527155,5.06559658050537,2018-05-25
"235",456975,6527155,5.06559658050537,2018-05-25
"236",456985,6527155,5.24377393722534,2018-05-25
"237",456995,6527155,5.24377393722534,2018-05-25
"238",457005,6527155,5.19823503494263,2018-05-25
"239",457015,6527155,5.19823503494263,2018-05-25
"240",457025,6527155,5.21333932876587,2018-05-25
"241",457035,6527155,5.21333932876587,2018-05-25
"242",457045,6527155,5.4006233215332,2018-05-25
"243",457055,6527155,5.4006233215332,2018-05-25
"244",457065,6527155,5.38457775115967,2018-05-25
"245",457075,6527155,5.38457775115967,2018-05-25
"371",456935,6527145,5.27451372146606,2018-05-25
"372",456945,6527145,5.19823503494263,2018-05-25
"373",456955,6527145,5.19823503494263,2018-05-25
"374",456965,6527145,5.06559658050537,2018-05-25
"375",456975,6527145,5.06559658050537,2018-05-25
"376",456985,6527145,5.24377393722534,2018-05-25
"377",456995,6527145,5.24377393722534,2018-05-25
"378",457005,6527145,5.19823503494263,2018-05-25
"379",457015,6527145,5.19823503494263,2018-05-25
"380",457025,6527145,5.21333932876587,2018-05-25
"381",457035,6527145,5.21333932876587,2018-05-25
"382",457045,6527145,5.4006233215332,2018-05-25
"383",457055,6527145,5.4006233215332,2018-05-25
"384",457065,6527145,5.38457775115967,2018-05-25
"385",457075,6527145,5.38457775115967,2018-05-25
"386",457085,6527145,5.10185575485229,2018-05-25
"387",457095,6527145,5.10185575485229,2018-05-25
"388",457105,6527145,5.16080141067505,2018-05-25
"508",456905,6527135,5.50695562362671,2018-05-25
"509",456915,6527135,5.50695562362671,2018-05-25
"510",456925,6527135,5.19823503494263,2018-05-25
"511",456935,6527135,5.19823503494263,2018-05-25
"512",456945,6527135,5.12382507324219,2018-05-25
"513",456955,6527135,5.12382507324219,2018-05-25
"514",456965,6527135,5.22091960906982,2018-05-25
"515",456975,6527135,5.22091960906982,2018-05-25
"516",456985,6527135,5.1907114982605,2018-05-25
"517",456995,6527135,5.1907114982605,2018-05-25
"518",457005,6527135,5.08004713058472,2018-05-25
"519",457015,6527135,5.08004713058472,2018-05-25
"520",457025,6527135,4.88392114639282,2018-05-25
"521",457035,6527135,4.88392114639282,2018-05-25
"522",457045,6527135,4.80376863479614,2018-05-25
"523",457055,6527135,4.80376863479614,2018-05-25
"524",457065,6527135,4.53402423858643,2018-05-25
"525",457075,6527135,4.53402423858643,2018-05-25
"526",457085,6527135,4.41140699386597,2018-05-25
"527",457095,6527135,4.41140699386597,2018-05-25
"528",457105,6527135,4.65622186660767,2018-05-25
