"","x","y","STR","Date"
"234",456965,6527155,5.6602668762207,2018-06-01
"235",456975,6527155,5.6602668762207,2018-06-01
"236",456985,6527155,5.5912299156189,2018-06-01
"237",456995,6527155,5.5912299156189,2018-06-01
"238",457005,6527155,5.54040098190308,2018-06-01
"239",457015,6527155,5.54040098190308,2018-06-01
"240",457025,6527155,5.60835218429565,2018-06-01
"241",457035,6527155,5.60835218429565,2018-06-01
"242",457045,6527155,5.89516067504883,2018-06-01
"243",457055,6527155,5.89516067504883,2018-06-01
"244",457065,6527155,5.9139289855957,2018-06-01
"245",457075,6527155,5.9139289855957,2018-06-01
"371",456935,6527145,5.84868907928467,2018-06-01
"372",456945,6527145,5.56571531295776,2018-06-01
"373",456955,6527145,5.56571531295776,2018-06-01
"374",456965,6527145,5.6602668762207,2018-06-01
"375",456975,6527145,5.6602668762207,2018-06-01
"376",456985,6527145,5.5912299156189,2018-06-01
"377",456995,6527145,5.5912299156189,2018-06-01
"378",457005,6527145,5.54040098190308,2018-06-01
"379",457015,6527145,5.54040098190308,2018-06-01
"380",457025,6527145,5.60835218429565,2018-06-01
"381",457035,6527145,5.60835218429565,2018-06-01
"382",457045,6527145,5.89516067504883,2018-06-01
"383",457055,6527145,5.89516067504883,2018-06-01
"384",457065,6527145,5.9139289855957,2018-06-01
"385",457075,6527145,5.9139289855957,2018-06-01
"386",457085,6527145,5.6602668762207,2018-06-01
"387",457095,6527145,5.6602668762207,2018-06-01
"388",457105,6527145,5.42484617233276,2018-06-01
"508",456905,6527135,5.80284976959229,2018-06-01
"509",456915,6527135,5.80284976959229,2018-06-01
"510",456925,6527135,5.68653631210327,2018-06-01
"511",456935,6527135,5.68653631210327,2018-06-01
"512",456945,6527135,5.59977960586548,2018-06-01
"513",456955,6527135,5.59977960586548,2018-06-01
"514",456965,6527135,5.70416641235352,2018-06-01
"515",456975,6527135,5.70416641235352,2018-06-01
"516",456985,6527135,5.43296194076538,2018-06-01
"517",456995,6527135,5.43296194076538,2018-06-01
"518",457005,6527135,5.5912299156189,2018-06-01
"519",457015,6527135,5.5912299156189,2018-06-01
"520",457025,6527135,5.39259004592896,2018-06-01
"521",457035,6527135,5.39259004592896,2018-06-01
"522",457045,6527135,5.25143003463745,2018-06-01
"523",457055,6527135,5.25143003463745,2018-06-01
"524",457065,6527135,4.71303415298462,2018-06-01
"525",457075,6527135,4.71303415298462,2018-06-01
"526",457085,6527135,4.58224868774414,2018-06-01
"527",457095,6527135,4.58224868774414,2018-06-01
"528",457105,6527135,4.68764066696167,2018-06-01
"529",457115,6527135,4.68764066696167,2018-06-01
"530",457125,6527135,4.69396734237671,2018-06-01
"647",456895,6527125,5.65155696868896,2018-06-01
"648",456905,6527125,5.80284976959229,2018-06-01
"649",456915,6527125,5.80284976959229,2018-06-01
"650",456925,6527125,5.68653631210327,2018-06-01
"651",456935,6527125,5.68653631210327,2018-06-01
"652",456945,6527125,5.59977960586548,2018-06-01
"653",456955,6527125,5.59977960586548,2018-06-01
"654",456965,6527125,5.70416641235352,2018-06-01
"655",456975,6527125,5.70416641235352,2018-06-01
"656",456985,6527125,5.43296194076538,2018-06-01
"657",456995,6527125,5.43296194076538,2018-06-01
"658",457005,6527125,5.5912299156189,2018-06-01
"659",457015,6527125,5.5912299156189,2018-06-01
"660",457025,6527125,5.39259004592896,2018-06-01
"661",457035,6527125,5.39259004592896,2018-06-01
"662",457045,6527125,5.25143003463745,2018-06-01
"663",457055,6527125,5.25143003463745,2018-06-01
"664",457065,6527125,4.71303415298462,2018-06-01
"665",457075,6527125,4.71303415298462,2018-06-01
"666",457085,6527125,4.58224868774414,2018-06-01
"667",457095,6527125,4.58224868774414,2018-06-01
"668",457105,6527125,4.68764066696167,2018-06-01
"669",457115,6527125,4.68764066696167,2018-06-01
"670",457125,6527125,4.69396734237671,2018-06-01
"671",457135,6527125,4.69396734237671,2018-06-01
"672",457145,6527125,4.75156259536743,2018-06-01
"785",456875,6527115,5.46563529968262,2018-06-01
"786",456885,6527115,5.21333932876587,2018-06-01
"787",456895,6527115,5.21333932876587,2018-06-01
"788",456905,6527115,5.38457775115967,2018-06-01
"789",456915,6527115,5.38457775115967,2018-06-01
"790",456925,6527115,5.38457775115967,2018-06-01
"791",456935,6527115,5.38457775115967,2018-06-01
"792",456945,6527115,5.27451372146606,2018-06-01
"793",456955,6527115,5.27451372146606,2018-06-01
"794",456965,6527115,5.19823503494263,2018-06-01
"795",456975,6527115,5.19823503494263,2018-06-01
"796",456985,6527115,5.36066246032715,2018-06-01
"797",456995,6527115,5.36066246032715,2018-06-01
"798",457005,6527115,5.43296194076538,2018-06-01
"799",457015,6527115,5.43296194076538,2018-06-01
"800",457025,6527115,4.69396734237671,2018-06-01
"801",457035,6527115,4.69396734237671,2018-06-01
"802",457045,6527115,4.10506200790405,2018-06-01
"803",457055,6527115,4.10506200790405,2018-06-01
"804",457065,6527115,3.84601378440857,2018-06-01
