"","x","y","STR","Date"
"234",456965,6527155,6.30184173583984,2018-08-10
"235",456975,6527155,6.30184173583984,2018-08-10
"236",456985,6527155,6.3977198600769,2018-08-10
"237",456995,6527155,6.3977198600769,2018-08-10
"238",457005,6527155,6.365478515625,2018-08-10
"239",457015,6527155,6.365478515625,2018-08-10
"240",457025,6527155,6.54080724716187,2018-08-10
"241",457035,6527155,6.54080724716187,2018-08-10
"242",457045,6527155,6.83236217498779,2018-08-10
"243",457055,6527155,6.83236217498779,2018-08-10
"244",457065,6527155,6.46307039260864,2018-08-10
"245",457075,6527155,6.46307039260864,2018-08-10
"371",456935,6527145,6.59734630584717,2018-08-10
"372",456945,6527145,6.14752578735352,2018-08-10
"373",456955,6527145,6.14752578735352,2018-08-10
"374",456965,6527145,6.30184173583984,2018-08-10
"375",456975,6527145,6.30184173583984,2018-08-10
"376",456985,6527145,6.3977198600769,2018-08-10
"377",456995,6527145,6.3977198600769,2018-08-10
"378",457005,6527145,6.365478515625,2018-08-10
"379",457015,6527145,6.365478515625,2018-08-10
"380",457025,6527145,6.54080724716187,2018-08-10
"381",457035,6527145,6.54080724716187,2018-08-10
"382",457045,6527145,6.83236217498779,2018-08-10
"383",457055,6527145,6.83236217498779,2018-08-10
"384",457065,6527145,6.46307039260864,2018-08-10
"385",457075,6527145,6.46307039260864,2018-08-10
"386",457085,6527145,5.85793256759644,2018-08-10
"387",457095,6527145,5.85793256759644,2018-08-10
"388",457105,6527145,5.66899967193604,2018-08-10
"508",456905,6527135,6.6431999206543,2018-08-10
"509",456915,6527135,6.6431999206543,2018-08-10
"510",456925,6527135,6.40853118896484,2018-08-10
"511",456935,6527135,6.40853118896484,2018-08-10
"512",456945,6527135,6.13747262954712,2018-08-10
"513",456955,6527135,6.13747262954712,2018-08-10
"514",456965,6527135,6.31237030029297,2018-08-10
"515",456975,6527135,6.31237030029297,2018-08-10
"516",456985,6527135,6.38694095611572,2018-08-10
"517",456995,6527135,6.38694095611572,2018-08-10
"518",457005,6527135,6.26003313064575,2018-08-10
"519",457015,6527135,6.26003313064575,2018-08-10
"520",457025,6527135,6.02875661849976,2018-08-10
"521",457035,6527135,6.02875661849976,2018-08-10
"522",457045,6527135,5.74865913391113,2018-08-10
"523",457055,6527135,5.74865913391113,2018-08-10
"524",457065,6527135,5.02266120910645,2018-08-10
"525",457075,6527135,5.02266120910645,2018-08-10
"526",457085,6527135,4.8235969543457,2018-08-10
"527",457095,6527135,4.8235969543457,2018-08-10
"528",457105,6527135,5.17571926116943,2018-08-10
"529",457115,6527135,5.17571926116943,2018-08-10
"530",457125,6527135,5.26679992675781,2018-08-10
"647",456895,6527125,6.80819988250732,2018-08-10
"648",456905,6527125,6.6431999206543,2018-08-10
"649",456915,6527125,6.6431999206543,2018-08-10
"650",456925,6527125,6.40853118896484,2018-08-10
"651",456935,6527125,6.40853118896484,2018-08-10
"652",456945,6527125,6.13747262954712,2018-08-10
"653",456955,6527125,6.13747262954712,2018-08-10
"654",456965,6527125,6.31237030029297,2018-08-10
"655",456975,6527125,6.31237030029297,2018-08-10
"656",456985,6527125,6.38694095611572,2018-08-10
"657",456995,6527125,6.38694095611572,2018-08-10
"658",457005,6527125,6.26003313064575,2018-08-10
"659",457015,6527125,6.26003313064575,2018-08-10
"660",457025,6527125,6.02875661849976,2018-08-10
"661",457035,6527125,6.02875661849976,2018-08-10
"662",457045,6527125,5.74865913391113,2018-08-10
"663",457055,6527125,5.74865913391113,2018-08-10
