"","x","y","NDVI","Date"
"234",456965,6527155,0.715855598449707,2018-08-10
"235",456975,6527155,0.720766544342041,2018-08-10
"236",456985,6527155,0.710253238677979,2018-08-10
"237",456995,6527155,0.698286652565002,2018-08-10
"238",457005,6527155,0.701209008693695,2018-08-10
"239",457015,6527155,0.708404779434204,2018-08-10
"240",457025,6527155,0.705387234687805,2018-08-10
"241",457035,6527155,0.700980365276337,2018-08-10
"242",457045,6527155,0.71661901473999,2018-08-10
"243",457055,6527155,0.717553913593292,2018-08-10
"244",457065,6527155,0.721289157867432,2018-08-10
"245",457075,6527155,0.735551655292511,2018-08-10
"371",456935,6527145,0.730891704559326,2018-08-10
"372",456945,6527145,0.740858495235443,2018-08-10
"373",456955,6527145,0.744986772537231,2018-08-10
"374",456965,6527145,0.733702123165131,2018-08-10
"375",456975,6527145,0.735911130905151,2018-08-10
"376",456985,6527145,0.720233142375946,2018-08-10
"377",456995,6527145,0.705245614051819,2018-08-10
"378",457005,6527145,0.711967527866364,2018-08-10
"379",457015,6527145,0.698066651821136,2018-08-10
"380",457025,6527145,0.713104605674744,2018-08-10
"381",457035,6527145,0.710229635238647,2018-08-10
"382",457045,6527145,0.719822347164154,2018-08-10
"383",457055,6527145,0.722438395023346,2018-08-10
"384",457065,6527145,0.737847208976746,2018-08-10
"385",457075,6527145,0.75232195854187,2018-08-10
"386",457085,6527145,0.745656728744507,2018-08-10
"387",457095,6527145,0.751134157180786,2018-08-10
"388",457105,6527145,0.765517234802246,2018-08-10
"508",456905,6527135,0.736988484859467,2018-08-10
"509",456915,6527135,0.735374927520752,2018-08-10
"510",456925,6527135,0.742574274539948,2018-08-10
"511",456935,6527135,0.742138385772705,2018-08-10
"512",456945,6527135,0.746705710887909,2018-08-10
"513",456955,6527135,0.734042525291443,2018-08-10
"514",456965,6527135,0.728990733623505,2018-08-10
"515",456975,6527135,0.7156822681427,2018-08-10
"516",456985,6527135,0.713603794574738,2018-08-10
"517",456995,6527135,0.717277467250824,2018-08-10
"518",457005,6527135,0.710253238677979,2018-08-10
"519",457015,6527135,0.697594523429871,2018-08-10
"520",457025,6527135,0.713561475276947,2018-08-10
"521",457035,6527135,0.710229635238647,2018-08-10
"522",457045,6527135,0.710600554943085,2018-08-10
"523",457055,6527135,0.730140626430511,2018-08-10
"524",457065,6527135,0.751471102237701,2018-08-10
"525",457075,6527135,0.760849177837372,2018-08-10
"526",457085,6527135,0.736790299415588,2018-08-10
"527",457095,6527135,0.737500011920929,2018-08-10
"528",457105,6527135,0.731073439121246,2018-08-10
"529",457115,6527135,0.735550284385681,2018-08-10
"530",457125,6527135,0.72560977935791,2018-08-10
"647",456895,6527125,0.739570140838623,2018-08-10
"648",456905,6527125,0.726911187171936,2018-08-10
"649",456915,6527125,0.72837370634079,2018-08-10
"650",456925,6527125,0.725681722164154,2018-08-10
"651",456935,6527125,0.721115529537201,2018-08-10
"652",456945,6527125,0.734320223331451,2018-08-10
"653",456955,6527125,0.727453291416168,2018-08-10
"654",456965,6527125,0.726384341716766,2018-08-10
"655",456975,6527125,0.728171348571777,2018-08-10
"656",456985,6527125,0.714509189128876,2018-08-10
"657",456995,6527125,0.718458414077759,2018-08-10
"658",457005,6527125,0.713295817375183,2018-08-10
"659",457015,6527125,0.701910853385925,2018-08-10
"660",457025,6527125,0.713818490505219,2018-08-10
"661",457035,6527125,0.705229818820953,2018-08-10
"662",457045,6527125,0.707207202911377,2018-08-10
"663",457055,6527125,0.739068627357483,2018-08-10
"664",457065,6527125,0.732404172420502,2018-08-10
"665",457075,6527125,0.720820724964142,2018-08-10
"666",457085,6527125,0.699896514415741,2018-08-10
"667",457095,6527125,0.695764243602753,2018-08-10
"668",457105,6527125,0.699306070804596,2018-08-10
"669",457115,6527125,0.705792665481567,2018-08-10
"670",457125,6527125,0.711751639842987,2018-08-10
"671",457135,6527125,0.693269610404968,2018-08-10
"672",457145,6527125,0.699298143386841,2018-08-10
"785",456875,6527115,0.724785625934601,2018-08-10
"786",456885,6527115,0.692844688892365,2018-08-10
"787",456895,6527115,0.700348436832428,2018-08-10
"788",456905,6527115,0.727739751338959,2018-08-10
"789",456915,6527115,0.740897536277771,2018-08-10
"790",456925,6527115,0.737494647502899,2018-08-10
"791",456935,6527115,0.747262001037598,2018-08-10
"792",456945,6527115,0.73584908246994,2018-08-10
"793",456955,6527115,0.733442366123199,2018-08-10
"794",456965,6527115,0.709703266620636,2018-08-10
"795",456975,6527115,0.716779053211212,2018-08-10
"796",456985,6527115,0.724741458892822,2018-08-10
"797",456995,6527115,0.730784893035889,2018-08-10
"798",457005,6527115,0.711546123027802,2018-08-10
"799",457015,6527115,0.723627865314484,2018-08-10
"800",457025,6527115,0.741506636142731,2018-08-10
"801",457035,6527115,0.709934234619141,2018-08-10
"802",457045,6527115,0.700382351875305,2018-08-10
"803",457055,6527115,0.715126991271973,2018-08-10
"804",457065,6527115,0.708379447460175,2018-08-10
"805",457075,6527115,0.686371684074402,2018-08-10
"806",457085,6527115,0.681159436702728,2018-08-10
"807",457095,6527115,0.684135973453522,2018-08-10
"808",457105,6527115,0.688732385635376,2018-08-10
"809",457115,6527115,0.682494699954987,2018-08-10
"810",457125,6527115,0.676689088344574,2018-08-10
"811",457135,6527115,0.680404901504517,2018-08-10
"812",457145,6527115,0.69209235906601,2018-08-10
"813",457155,6527115,0.702941179275513,2018-08-10
"814",457165,6527115,0.716908931732178,2018-08-10
"923",456855,6527105,0.720986664295197,2018-08-10
"924",456865,6527105,0.700851261615753,2018-08-10
"925",456875,6527105,0.713111400604248,2018-08-10
"926",456885,6527105,0.704806447029114,2018-08-10
"927",456895,6527105,0.71216493844986,2018-08-10
"928",456905,6527105,0.715450465679169,2018-08-10
"929",456915,6527105,0.712595105171204,2018-08-10
"930",456925,6527105,0.722314059734344,2018-08-10
"931",456935,6527105,0.733982145786285,2018-08-10
"932",456945,6527105,0.723430454730988,2018-08-10
"933",456955,6527105,0.724579691886902,2018-08-10
"934",456965,6527105,0.717301189899445,2018-08-10
"935",456975,6527105,0.719443380832672,2018-08-10
"936",456985,6527105,0.720167756080627,2018-08-10
"937",456995,6527105,0.724478185176849,2018-08-10
"938",457005,6527105,0.711278200149536,2018-08-10
"939",457015,6527105,0.724930644035339,2018-08-10
"940",457025,6527105,0.7138352394104,2018-08-10
