"","x","y","NDVI","Date"
"234",456965,6527155,0.694352149963379,2018-05-30
"235",456975,6527155,0.697140574455261,2018-05-30
"236",456985,6527155,0.694501042366028,2018-05-30
"237",456995,6527155,0.698887944221497,2018-05-30
"238",457005,6527155,0.695319175720215,2018-05-30
"239",457015,6527155,0.690829694271088,2018-05-30
"240",457025,6527155,0.690140843391418,2018-05-30
"241",457035,6527155,0.712266087532043,2018-05-30
"242",457045,6527155,0.709760248661041,2018-05-30
"243",457055,6527155,0.707097947597504,2018-05-30
"244",457065,6527155,0.698550701141357,2018-05-30
"245",457075,6527155,0.728765845298767,2018-05-30
"371",456935,6527145,0.717938482761383,2018-05-30
"372",456945,6527145,0.722852528095245,2018-05-30
"373",456955,6527145,0.730184137821198,2018-05-30
"374",456965,6527145,0.704151570796967,2018-05-30
"375",456975,6527145,0.713925123214722,2018-05-30
"376",456985,6527145,0.695707619190216,2018-05-30
"377",456995,6527145,0.695670783519745,2018-05-30
"378",457005,6527145,0.703389823436737,2018-05-30
"379",457015,6527145,0.702127635478973,2018-05-30
"380",457025,6527145,0.703454077243805,2018-05-30
"381",457035,6527145,0.710967719554901,2018-05-30
"382",457045,6527145,0.707317054271698,2018-05-30
"383",457055,6527145,0.718433797359467,2018-05-30
"384",457065,6527145,0.749782800674438,2018-05-30
"385",457075,6527145,0.780288279056549,2018-05-30
"386",457085,6527145,0.779324769973755,2018-05-30
"387",457095,6527145,0.763949930667877,2018-05-30
"388",457105,6527145,0.766888320446014,2018-05-30
"508",456905,6527135,0.711764693260193,2018-05-30
"509",456915,6527135,0.71515679359436,2018-05-30
"510",456925,6527135,0.701981067657471,2018-05-30
"511",456935,6527135,0.723458886146545,2018-05-30
"512",456945,6527135,0.712247312068939,2018-05-30
"513",456955,6527135,0.719021320343018,2018-05-30
"514",456965,6527135,0.730706095695496,2018-05-30
"515",456975,6527135,0.725573480129242,2018-05-30
"516",456985,6527135,0.717980802059174,2018-05-30
"517",456995,6527135,0.696046113967896,2018-05-30
"518",457005,6527135,0.704692184925079,2018-05-30
"519",457015,6527135,0.684684693813324,2018-05-30
"520",457025,6527135,0.690703749656677,2018-05-30
"521",457035,6527135,0.698232889175415,2018-05-30
"522",457045,6527135,0.701777219772339,2018-05-30
"523",457055,6527135,0.740249276161194,2018-05-30
"524",457065,6527135,0.750841736793518,2018-05-30
