"","x","y","NDVI","Date"
"234",456965,6527155,0.655315637588501,2018-05-15
"235",456975,6527155,0.66564816236496,2018-05-15
"236",456985,6527155,0.671999990940094,2018-05-15
"237",456995,6527155,0.666366934776306,2018-05-15
"238",457005,6527155,0.649302303791046,2018-05-15
"239",457015,6527155,0.642134308815002,2018-05-15
"240",457025,6527155,0.634091913700104,2018-05-15
"241",457035,6527155,0.658471167087555,2018-05-15
"242",457045,6527155,0.666666686534882,2018-05-15
"243",457055,6527155,0.67012345790863,2018-05-15
"244",457065,6527155,0.673549652099609,2018-05-15
"245",457075,6527155,0.661320745944977,2018-05-15
"371",456935,6527145,0.662882089614868,2018-05-15
"372",456945,6527145,0.683193266391754,2018-05-15
"373",456955,6527145,0.672933995723724,2018-05-15
"374",456965,6527145,0.670640170574188,2018-05-15
"375",456975,6527145,0.669869005680084,2018-05-15
"376",456985,6527145,0.662326395511627,2018-05-15
"377",456995,6527145,0.646167576313019,2018-05-15
"378",457005,6527145,0.660730183124542,2018-05-15
"379",457015,6527145,0.650905847549438,2018-05-15
"380",457025,6527145,0.630283296108246,2018-05-15
"381",457035,6527145,0.664596259593964,2018-05-15
"382",457045,6527145,0.665886759757996,2018-05-15
"383",457055,6527145,0.683725237846375,2018-05-15
"384",457065,6527145,0.707437992095947,2018-05-15
"385",457075,6527145,0.704520404338837,2018-05-15
"386",457085,6527145,0.691009163856506,2018-05-15
"387",457095,6527145,0.687146604061127,2018-05-15
"388",457105,6527145,0.684670388698578,2018-05-15
"508",456905,6527135,0.673010408878326,2018-05-15
"509",456915,6527135,0.653707027435303,2018-05-15
"510",456925,6527135,0.650022923946381,2018-05-15
"511",456935,6527135,0.668053269386292,2018-05-15
"512",456945,6527135,0.668214440345764,2018-05-15
"513",456955,6527135,0.661898553371429,2018-05-15
"514",456965,6527135,0.668989539146423,2018-05-15
"515",456975,6527135,0.660245180130005,2018-05-15
"516",456985,6527135,0.662526786327362,2018-05-15
"517",456995,6527135,0.645115613937378,2018-05-15
"518",457005,6527135,0.652459025382996,2018-05-15
"519",457015,6527135,0.646098017692566,2018-05-15
"520",457025,6527135,0.64650285243988,2018-05-15
"521",457035,6527135,0.652056038379669,2018-05-15
"522",457045,6527135,0.662691652774811,2018-05-15
"523",457055,6527135,0.697063386440277,2018-05-15
"524",457065,6527135,0.681397020816803,2018-05-15
"525",457075,6527135,0.667269468307495,2018-05-15
"526",457085,6527135,0.638289511203766,2018-05-15
"527",457095,6527135,0.642302989959717,2018-05-15
"528",457105,6527135,0.643377602100372,2018-05-15
"529",457115,6527135,0.658516049385071,2018-05-15
"530",457125,6527135,0.659367382526398,2018-05-15
"647",456895,6527125,0.656954884529114,2018-05-15
"648",456905,6527125,0.672193288803101,2018-05-15
"649",456915,6527125,0.647393345832825,2018-05-15
"650",456925,6527125,0.659351170063019,2018-05-15
"651",456935,6527125,0.654408514499664,2018-05-15
"652",456945,6527125,0.652441680431366,2018-05-15
"653",456955,6527125,0.66269314289093,2018-05-15
"654",456965,6527125,0.667720079421997,2018-05-15
"655",456975,6527125,0.661861062049866,2018-05-15
"656",456985,6527125,0.66766083240509,2018-05-15
"657",456995,6527125,0.657248735427856,2018-05-15
"658",457005,6527125,0.65511029958725,2018-05-15
"659",457015,6527125,0.657167553901672,2018-05-15
"660",457025,6527125,0.643812000751495,2018-05-15
"661",457035,6527125,0.632239758968353,2018-05-15
"662",457045,6527125,0.642712116241455,2018-05-15
"663",457055,6527125,0.656376957893372,2018-05-15
"664",457065,6527125,0.628175497055054,2018-05-15
"665",457075,6527125,0.62471741437912,2018-05-15
"666",457085,6527125,0.622727274894714,2018-05-15
"667",457095,6527125,0.620420873165131,2018-05-15
"668",457105,6527125,0.631537854671478,2018-05-15
"669",457115,6527125,0.628756165504456,2018-05-15
